Gender ,Unit Location ,Time in role,TIDES Day 1,TIDES Day 2,TIDES Day 3,TIDES Orientation ,TIDES Physical Skills Pre-reqs ,Safe & Well Trainings,Safe & Well Trainings_open ,PreKnowledge1 ,PreKnowledge2,PreKnowledge3,PreKnowledge4,PreKnowledge5,PreKnowledge6,PreKnowledge7,PreKnowledge8,PreKnowledge9,PreKnowledge10,PreKnowledge11,PreKnowledge12,PreConfidence1,PreConfidence2,PreConfidence3,PreConfidence4,PreConfidence5,PreConfidence6,PreConfidence7,PreConfidence8,PostKnowledge1 ,PostKnowledge2,PostKnowledge3,PostKnowledge4,PostKnowledge5,PostKnowledge6,PostKnowledge7,PostKnowledge8,PostKnowledge9,PostKnowledge10,PostKnowledge11,PostKnowledge12,PostConfidence1,PostConfidence2,PostConfidence3,PostConfidence4,PostConfidence5,PostConfidence6,PostConfidence7,PostConfidence8,LearningAreas1,LearningAreas2,LearningAreas3,LearningAreas4,LearningAreas5,LearningAreas6,LearningAreas7,ContentAreas1,ContentAreas2,ContentAreas3,ContentAreas4,ContentAreas5,ContentAreas6,Intent2Use_Open,Intentnotuse_Open,Satisfaction,Otherfeedback_open,PreK,PostK,PreC,PostC,PreKScore,PostKScore,PreCScore,PostCScore
Male,25,6,1,1,.,1,1,.,.,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,5,4,4,4,4,4,4,"Restraints application, hand controls while restraining on stretcher bed ",.,5,.,4.083333333,5,4.25,5,50,60,36,40
Male ,25,4,1,1,.,1,2,1,CAMH online code training ,4,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,Well I will use these hand techniques when in situations at work,.,5,Love the video/stretches. camhstaffand camhstaff were awesome. Maybe offer this class or other TIDES courses on weekends for your part-time/casuals who have other employment during the week. A great class! ,4.583333333,4.833333333,4.875,4.625,58,58,38,37
Female,26,2,1,1,,1,1,.,.,2,2,2,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,2,5,4,5,5,4,3,3,4,4,4,2,2,More self-care,.,5,.,2.5,5,2,4.125,28,56,28,33
.,27,3,1,1,1,.,.,.,.,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,5,.,4.25,4,4,4,50,48,32,31
Female ,27,3,1,1,.,2,2,1,.,4,4,4,4,3,2,2,2,1,2,2,3,3,3,2,2,1,2,2,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,2.75,4.75,2.25,4,27,56,25,36
Female,27,2,1,1,.,.,1,.,",",5,4,4,5,4,2,2,2,4,2,2,4,2,2,2,2,2,.,2,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,44,.,.,5,I am very satisfied with the training but in terms of using them in practice I think we need more staff. Ration of client to staff should be at least 5 patient to 1 staff especially in geriatric units. ,3.333333333,4.083333333,1.75,4,30,49,22,36
Female ,27,3,1,1,.,.,1,.,.,4,5,5,4,5,4,4,4,3,5,4,4,4,3,4,3,2,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,4.25,5,3.125,5,47,60,31,40
Female ,28,4,1,1,,2,1,2,.,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,3,"More ideas for self care. More knowledge of moral conflict, distress, and residue theory to inform how I deal with conflicts. ",.,4,.,1.25,4,1,2,13,40,20,20
Female ,28,3,1,1,,.,.,2,.,3,2,2,4,4,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,2,2,4,4,4,1,1,1,.,.,4,.,1.916666667,4,1.25,3.75,17,48,21,27
.,29,2,1,.,.,1,1,.,.,4,3,3,4,4,4,3,3,4,4,4,.,4,.,2,.,3,.,4,.,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,.,5,4,4,4,4,4,4,.,.,.,.,3.333333333,4.333333333,1.625,4,32,49,26,36
Female,29,1,1,1,.,1,1,2,.,3,3,5,4,3,3,2,2,2,4,2,2,3,3,3,2,2,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,4,1,2,4,4,4,4,4,4,4,"Plan to use self-care strategies white at work, along with team debriefing ",.,4,Fair,2.916666667,3.916666667,2.625,4,31,47,26,31
Female,29,4,1,1,.,1,2,2,.,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,Self care and trauma informed care ,.,5,Excellent training and solid facilitators :) ,5,5,4.25,5,57,60,37,40
Female,29,1,1,1,.,1,1,2,.,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,3,4,4,4,4,4,.,.,4,.,3.25,4,2.75,2,37,40,26,21
Female,29,5,.,1,.,.,.,.,.,3,3,4,3,4,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,Self care check in with self and team decision -restraints?,.,4,8/10 overall good ,2.833333333,3.833333333,3.25,4,33,47,29,31
Female,29,6,1,1,.,1,1,2,.,4,2,2,4,5,2,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,4,4,4,5,4,4,4,4,4,4,.,4,.,2,2,2,2,4,5,3,4,4,4,4,4,4,3,3,3,3,1,1,.,Knowing this info is important but physically I don't feel confident in using restraint ,5,.,2.333333333,3.75,1.75,2.625,23,37,23,28
Female,29,3,1,1,.,.,.,.,.,2,1,2,4,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,5,.,3,4,4,4,2,2,1,.,I work on a unit that doesn't have the capacity to apply mechanical restraints,5,Overall I liked the space an improvement over TIDES 1 & 2 video - very helpful. ,1.666666667,4,1.25,4,16,48,21,31
Female,29,1,2,2,.,2,1,2,.,2,2,3,4,4,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,.,.,2.583333333,3.916666667,2.25,4,30,48,23,36
Female,29,2,2,1,.,2,2,2,.,3,3,2,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.916666667,5,2,5,19,60,28,20
Female,29,2,1,1,.,1,1,1,PMAB,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,Self-care and debriefing ,.,5,.,3,3,3,3,36,36,24,28
Female,29,4,1,1,.,.,.,.,.,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,.,.,5,.,3.5,5,3.5,4.875,40,59,34,40
Female,29,6,1,1,.,2,1,2,.,4,4,5,5,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,5,4,4,4,4,4,4,4,.,.,5,.,3.666666667,4,3.375,4,39,48,30,32
Female,29,3,1,1,.,1,1,2,.,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,5,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,Will not forget about self-care ,.,4,.,3.416666667,4.75,3.25,4,37,53,34,36
Female,29,2,1,1,.,1,2,2,.,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,3,3,3,3,4,4,4,4,4,5,4,4,3,3,3,2,3,2,2,Trauma-informed de-esclation prior to use of restraints ,.,4,.,3.5,3.916666667,3.375,3.5,39,45,30,31
.,29,2,1,1,.,1,1,1,CPI,4,4,4,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,4,4,4,4,1,1,Debriefing and self-care ,.,3,More info on debriefing strategies ,3.666666667,4,3.375,4,41,48,29,28
Female,29,1,1,1,.,1,1,.,.,4,3,3,3,3,1,1,1,1,3,2,2,3,3,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,2,2,4,4,4,1,1,1,.,Do not use restraints on unit ,4,.,2.25,4,1.875,4,22,48,23,34
Female,29,3,1,1,.,1,1,2,.,4,3,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,5,5,5,5,5,2,3,3,3,1,1,1,"Awareness and discussion of moral conflict, distress, and residue was helpful to take back to my daily work. ",CAIT doesn't typically use restraints ,4,"The physical space in 10WSW was much better than previous TIDES training locations. I also liked having tables to use during training. It was great to have lots of my team members in the same training session - we were able to use/relate to examples relevant to our daily work. I find my whole day of training to be long-half days would be good. Use of videos was helpful to demonstrate ways moves breaks were timed well. Discussion in the morning and physical skills in the afternoon worked well. Facilitators were great- thank you for creating a safe, relaxed environment for learning! ",2.083333333,4.25,1,3.75,16,48,22,32
Male,29,2,1,1,.,1,.,.,.,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,3,3,3,5,4,4,5,5,4,4,4,4,4,3,3,3,I will apply the skills I learned regularly physical restrraint to help during code whites. ,.,4,.,1.75,4.333333333,1.125,3.5,13,51,21,31
Female ,29,2,1,1,.,.,.,.,.,4,4,4,5,5,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,5,.,3.666666667,5,4.125,5,44,60,36,40
Male ,29,3,1,1,.,.,.,.,.,5,3,4,5,5,4,3,3,2,2,1,1,4,1,3,4,2,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,3,4,1,2,1,.,.,5,Great job thank you! ,3.166666667,5,2.5,5,33,60,28,37
Male,29,1,1,1,.,.,.,.,.,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,Self-care,.,5,Once a year refresh ,3.916666667,5,4,4.375,48,57,36,37
Female ,29,1,1,1,.,.,.,.,.,4,5,4,4,3,2,2,4,2,4,4,4,4,4,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4,4,Make sure client were debriefed,.,5,No visual handout was provided (photos) ,3.5,5,2.75,4,37,56,30,36
Female,29,2,1,1,.,1,1,.,.,4,4,4,5,5,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,"For client and staff safety, less trauma inflicted to client",.,5,"Very informative, it totally gave me more confidence in dealing with aggressive clients and I have a better understanding of how to my clients feel",3,5,3,4.125,31,57,32,36
Male,29,3,1,1,,.,.,.,.,3,3,4,4,4,2,2,2,2,3,2,2,2,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,3,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,2.75,4,2.125,2.25,26,40,26,25
Female ,29,1,.,.,,1,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,3,In a code white situation I can apply de-escalation techniques and de-escalate before it gets to a code.,.,5,Great work! ,4,4.416666667,4,4.375,48,55,32,37
Male ,29,1,2,1,,.,.,.,.,3,3,2,3,4,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,2,3,3,3,3,2,2,.,My unit does not use restraints.,4,Future sessions should be held at [illegible] due to sound considerations. ,1.916666667,3.5,1.375,3.125,19,39,20,26
Male ,29,2,2,.,,.,.,.,.,3,3,2,4,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,.,.,4,It was excellent ,1.916666667,3.75,1.25,3.75,17,45,19,31
Female,29,2,1,1,,1,1,.,.,4,4,4,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,4,3,2,3,3,3,2,1,1,.,N/A in our unit. ,3,.,2.5,3.75,1.75,3.5,21,42,23,29
Female,29,3,1,1,,.,.,1,Previous T.C.I,4,4,4,4,3,2,2,2,2,4,3,3,4,2,.,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,"3,4",4,4,"3,4",4,4,4,4,4,4,4,3,2,5,5,4,5,3,2,3,2,3,3,.,N/A,4,"More comfortable spce to learn, esp. chairs (tables would be nice) and larger, brighter room. Regular refresher of physical intervention, including mechanical restraints review would be nice. Regular refreshers would be helpful actually for all the physical exercises too. ",3.083333333,3.666666667,2.375,3.5,30,40,26,30
Female,29,2,1,1,,1,1,2,.,2,1,2,4,4,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,3,2,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,3,4,2,2,2,3,2,2,.,.,4,.,1.75,3.083333333,1.25,2.875,17,36,17,28
Female ,30,5,1,1,.,1,1,.,.,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,.,4,4,4,4,1,1,1,.,.,4,.,2.333333333,4,2,4,25,48,24,33
Female ,30,3,1,1,.,1,1,.,.,3,3,3,4,4,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,When client needs to be controlled. When they are aggressive after an non-restraining methods no good.,.,5,Very good! Thank you! ,2.833333333,4.333333333,2.125,4.125,29,50,27,37
.,30,1,1,1,.,1,1,.,.,3,3,3,5,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,1,1,1,"1) I am going to try the ""calm"" , ""headspace"" App and then offer it to client. I really wanted some self-care tips so this was nice. 2) I feel better about the refresher around restraints and when to use them (and how)",.,5,Great Job! Satisfied! ,2.666666667,4.666666667,2.125,4.75,27,54,28,40
Female,30,3,1,1,.,.,.,.,.,4,3,4,5,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,.,.,3,This is a good training but should be done repeatedly and in different location. ,2.333333333,3,1.125,3,16,36,17,27
Prefer not to say ,30,3,1,1,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,Poor accoustic. Room too BIG. V. good restraint demo. ,4,4,3,4,44,48,28,32
Female,30,6,1,1,.,1,1,2,.,4,4,4,4,4,1,1,2,2,4,1,1,4,1,1,1,1,2,4,2,4,4,4,4,4,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,2,2,2,4,2,.,3,2,2,2,1,1,1,.,.,3,1) Poor accoustics ( this location + TIDES Day 2 @ Russell Street) make it difficult to hear other participants comments/question 2) Would like to see videos of actual Code White situations with all the drama and speed from other hospitals 3) Suggest including list of the self-care resources mentioned ,2.666666667,3.333333333,2,3,23,36,25,22
Female,30,4,1,1,.,1,.,.,.,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,.,.,3,.,3,3,3,4,36,40,24,28
Female,30,3,1,1,.,1,.,.,.,4,3,4,4,4,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,4,4,5,5,5,4,4,3,2,5,4,4,4,4,.,4,4,3,4,4,5,5,5,5,4,4,4,3,3,3,3,3,3,I will use all the info as I have never used restraints in a clinical situation,.,5,.,2.75,4.083333333,1.375,3.375,25,43,22,35
Female,30,1,1,1,.,1,.,.,.,4,4,4,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,5,5,4,4,4,4,.,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,3,4,4,3,3,"Though we don't often have to use physical or mechanical restraints, the de-escalation techniques are very valuable. As well, the self-care tips and planning are valuable. ",.,4,Thank you for a very clear and concise class ,3.083333333,3.916666667,2,4,28,45,26,35
Female,30,6,2,2,.,2,2,1,Physical Health Assessment,3,3,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3,.,.,4,Good review,2.083333333,4,1.25,4,18,48,21,32
Female,30,4,1,2,.,1,1,2,.,4,3,4,4,4,2,2,1,1,4,2,2,4,1,1,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,.,.,5,Great review and overview of important new policy changes :),2.75,4,1.75,3.875,25,47,23,36
Female ,30,1,1,1,.,1,1,.,.,5,3,3,4,3,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,5,4,4,5,4,3,4,5,4,4,3,3,4,3,4,4,4,3,4,3,5,3,2,5,4,4,4,4,4,4,3,3,3,De-escalation techniques and explore when seclusion and mechanical restraint are used ,.,4,.,2.5,4,1.5,3.625,22,45,23,29
Male ,30,3,1,1,,.,1,1,At another hospital ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,De-escalation and physical ,.,5,Good! Fun!,4,4.416666667,4,4,48,52,33,34
Female ,"5, 12",6,1,1,.,.,.,.,.,4,4,4,4,4,3,3,2,2,4,2,4,4,2,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,3,3,Continue to make use of knowledge and experience but more confident ,.,5,.,3.333333333,5,1.75,4,32,56,26,36
Male,.,6,.,.,.,.,.,.,.,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,5,5,5,4,4,.,4,4,4,4,4,4,4,.,.,5,.,3.916666667,4,3.875,4.5,47,50,31,37
Female,.,1,1,1,.,1,.,.,.,3,3,.,4,5,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,5,5,5,4,4,4,4,4,4,4,.,.,5,.,2.333333333,4,1,3.875,22,47,20,30
.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,.,5,4,4,4,4,4,4,.,.,5,.,5,5,5,5,60,60,40,40
Male,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,To client de-escalation ,.,5,.,5,5,5,5,60,60,40,40
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,.,.,4,.,0,4,0,4,0,48,16,32
.,.,.,.,.,.,.,.,.,.,3,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.333333333,4,3.375,4,40,48,30,30
Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,2,2,1,2,4,4,5,5,5,4,4,.,5,5,5,5,5,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,4,4,"Will use definitely, thanks",.,.,.,0,4.333333333,2.625,3.875,10,48,30,36
.,.,.,.,.,.,.,.,.,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,2.5,0,60,0,0,0
Female,.,1,1,1,.,1,.,.,.,5,4,4,5,5,3,3,3,4,5,3,3,4,3,3,2,2,2,4,2,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,Initiating discussions regarding trauma-informed de-escalation; ensuring that I'm around if any of my clients are involved in a code,.,5,.,3.916666667,4.333333333,2.75,4,41,49,29,34
Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,5,5,5,4,5,5,5,5,5,4,3,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,3,3,4,3,4,"Being more trauma informed, continue to assess my ability/team's ability to be trauma informed; make multiple attempts to do client debrief",.,5,.,0,4.583333333,0,4.5,0,54,19,38
.,.,.,.,.,.,.,.,.,.,4,4,4,3,4,3,3,3,4,4,4,4,4,5,3,3,3,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,.,I will apply the training effectively. ,4,.,3.666666667,3.833333333,3.875,3.875,44,47,31,32
.,.,.,.,.,.,.,.,.,.,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,4,5,5,4,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,5,5,5,5,5,4,4,4,4,4,4,Enhance my practice by understanding gap in my training. Practicing restraints so I am ready in situation. ,.,5,This day 3 has incorporated all the feedback from previous modules so that was highly beneficial,3.416666667,4.25,3.25,3.75,38,48,31,32
Female,.,.,1,1,.,.,.,.,.,3,4,5,5,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,.,.,4,.,4,3.833333333,3.625,4,46,47,29,33
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,5,5,4,3,3,3,4,5,4,4,4,4,3,3,.,4,4,4,5,5,5,5,5,4,4,4,4,.,3,3,4,.,.,4,.,0,4,0,3.25,0,44,18,32
Female,.,.,1,1,.,1,1,1,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,.,.,3,3,3,.,.,4,Excellent instructors ,4,4.25,4,4,48,50,33,32
Female ,.,2,1,1,.,.,.,.,.,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,4,4,2,4,4,4,Continue to utilize with team and be trauma- aware. Help security in restraining clients ,.,4,"Educational, to the point. Great work ",4,4.916666667,3.25,4.375,48,55,30,37
Female,.,1,1,1,.,.,.,.,.,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,When we have an aggressive patient ,.,5,.,3.5,5,4,4.875,44,59,36,40
Female ,.,1,1,1,.,1,2,2,.,2,2,3,3,3,1,1,1,1,3,3,3,1,2,1,1,1,1,2,2,5,4,4,5,5,4,4,4,4,4,4,4,4,.,4,4,4,4,5,5,5,4,4,2,2,5,5,3,4,4,4,4,4,Applying restraints and trauma informed ,.,5,.,2.166666667,4.25,1.375,3.75,21,45,24,33
Female,.,4,1,1,.,1,1,1,.,4,4,4,5,4,5,.,4,4,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,.,.,.,.,4.083333333,4,4.5,4,49,48,35,36
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
.,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,.,.,5,.,0,4,0,4,0,48,16,35
